score,gate,idx,type,label,head,head_type,tail,tail_type,head_start,head_end,tail_start,tail_end,train_type_freq,unique_source_count,weighted_support,trigger_score,trigger_hits,base_sample_rel_count,sources,context
5.1625,review,169,BM-AFF-TRT,AFF,GWAS,BM,yield,TRT,98,102,115,120,33,5,1.25,0,,0,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,"markers influence multiple traits, suggesting pleiotropy or linkage. Integrating QTLs and GWAS results for yield and drought traits identified overlapping regions and candidate genes."
5.1625,review,272,BM-AFF-TRT,AFF,MAS,BM,plant growth and development,TRT,34,37,100,128,33,5,1.25,0,,2,submit_v41_rule_all.json;submit_v41_rule_bm_aff_trt.json;submit_v41_rule_lowcov_combo.json;submit_v41_sub_generic_plus_lowcov.json;submit_v41_sub_plus_lowcov.json,Aco245 is a diagnostic marker for MAS of Dw6. Dw6 NILs are used to study vacuolar proton ATPases in plant growth and development.
5.15,review,256,VAR-CON-VAR,CON,Cascade,VAR,progeny lines,VAR,66,73,31,44,12,4,1.0,1,cross,2,submit_ensemble.json;submit_v6_rag.json;submit_v9_clean.json;submit_v9_targeted.json,Bulked segregant analysis used progeny lines from a cross between Cascade and AC Marie. It identified randomly amplified polymorphic DNA markers linked to genetic factors controlling primary kernel hull percentage in oat. Twelve polymorphisms were tested f
5.15,review,256,VAR-CON-VAR,CON,AC Marie,VAR,progeny lines,VAR,78,86,31,44,12,4,1.0,1,cross,2,submit_ensemble.json;submit_v6_rag.json;submit_v9_clean.json;submit_v9_targeted.json,Bulked segregant analysis used progeny lines from a cross between Cascade and AC Marie. It identified randomly amplified polymorphic DNA markers linked to genetic factors controlling primary kernel hull percentage in oat. Twelve polymorphisms were tested for linkage t
5.15,review,287,VAR-CON-VAR,CON,HBL 11,VAR,HHB 226,VAR,118,124,203,210,12,4,1.0,1,cross,0,submit_v38_llm_highconf.json;submit_v38_llm_no_rel.json;submit_v38_llm_qtl.json;submit_v38_llm_strict.json,owed line MBB 58 has high recurrent parent genome recovery and performed well compared to HBL 11. Improved HBL 11 versions can be crossed with ICMA 843-22 to develop improved HHB 226.
5.1375,review,292,ABS-AFF-GENE,AFF,Salt,ABS,FtNAC31,GENE,0,4,55,62,91,4,1.0,0,,3,submit_ensemble.json;submit_v11_nano.json;submit_v21_elite.json;submit_v6_rag.json,"Salt, drought, and ABA stress up-regulated NAC TF gene FtNAC31 expression. FtNAC31 protein has a C-terminal transactivation domain and localizes in the nucleus."
5.1375,review,292,ABS-AFF-GENE,AFF,drought,ABS,FtNAC31,GENE,6,13,55,62,91,4,1.0,0,,3,submit_ensemble.json;submit_v11_nano.json;submit_v21_elite.json;submit_v6_rag.json,"Salt, drought, and ABA stress up-regulated NAC TF gene FtNAC31 expression. FtNAC31 protein has a C-terminal transactivation domain and localizes in the nucleus."
5.1375,review,201,ABS-AFF-GENE,AFF,drought stress,ABS,brassinosteroid signaling pathways,GENE,6,20,44,78,91,4,1.0,0,,9,submit_ensemble_v4a.json;submit_v10_gemini.json;submit_v11_nano.json;submit_v5.json,"Under drought stress, auxin, cytokinin, and brassinosteroid signaling pathways were suppressed in Longyan 3. Abscisic acid and jasmonic acid signaling pathways were activated in DA92-2F6. Upregulated PP2C, ABF, SNRK2, GID1, JAZ, and M"
5.1375,review,16,ABS-AFF-GENE,AFF,drought stress,ABS,auxin,GENE,6,20,26,31,91,4,1.0,0,,0,submit_optimized.json;submit_v2.json;submit_v3.json;submit_v5.json,"Under drought stress, the auxin, cytokinin, and brassinosteroid signaling pathways were suppressed in Longyan 3. The abscisic acid and jasmonic acid signaling pathways were activated in DA92-2F6."
5.1375,review,16,ABS-AFF-GENE,AFF,drought stress,ABS,cytokinin,GENE,6,20,33,42,91,4,1.0,0,,0,submit_optimized.json;submit_v2.json;submit_v3.json;submit_v5.json,"Under drought stress, the auxin, cytokinin, and brassinosteroid signaling pathways were suppressed in Longyan 3. The abscisic acid and jasmonic acid signaling pathways were activated in DA92-2F6."
5.1375,review,72,ABS-AFF-GENE,AFF,drought stress,ABS,genes related to stress response,GENE,102,116,139,171,91,4,1.0,0,,1,submit_optimized.json;submit_v3.json;submit_v4.json;submit_v5.json,ion in photosynthetic organisms and plant hormone signal transduction were enriched under drought stress. Expression levels of genes related to stress response and carbon metabolism were altered under drought stress.
5.1375,review,146,ABS-AFF-GENE,AFF,salt stress,ABS,Ribosomes expression,GENE,102,113,0,20,91,4,1.0,0,,0,submit_optimized.json;submit_v2.json;submit_v3.json;submit_v4.json,"Ribosomes expression is down-regulated, while HSPs and CRT expression is up-regulated, in response to salt stress through protein synthesis regulation. However, GABA metabolism shows a different synthesis pattern in Bai5 and Vao-9."
5.1375,review,146,ABS-AFF-GENE,AFF,salt stress,ABS,CRT expression,GENE,102,113,55,69,91,4,1.0,0,,0,submit_optimized.json;submit_v2.json;submit_v3.json;submit_v4.json,"Ribosomes expression is down-regulated, while HSPs and CRT expression is up-regulated, in response to salt stress through protein synthesis regulation. However, GABA metabolism shows a different synthesis pattern in Bai5 and Vao-9."
5.1375,review,159,ABS-AFF-GENE,AFF,polyethylene glycol treatments,ABS,catalase,GENE,291,321,226,234,91,4,1.0,0,,7,submit_optimized.json;submit_v2.json;submit_v3.json;submit_v4.json,"sitive cultivars IC-480117 and Lepakshi. Tolerant genotypes maintained higher activity of catalase, ascorbate peroxidase, and glutathione reductase during polyethylene glycol treatments compared to sensitive ones."
5.1375,review,159,ABS-AFF-GENE,AFF,polyethylene glycol treatments,ABS,ascorbate peroxidase,GENE,291,321,236,256,91,4,1.0,0,,7,submit_optimized.json;submit_v2.json;submit_v3.json;submit_v4.json,"tivars IC-480117 and Lepakshi. Tolerant genotypes maintained higher activity of catalase, ascorbate peroxidase, and glutathione reductase during polyethylene glycol treatments compared to sensitive ones."
5.1375,review,159,ABS-AFF-GENE,AFF,polyethylene glycol treatments,ABS,glutathione reductase,GENE,291,321,262,283,91,4,1.0,0,,7,submit_optimized.json;submit_v2.json;submit_v3.json;submit_v4.json,"shi. Tolerant genotypes maintained higher activity of catalase, ascorbate peroxidase, and glutathione reductase during polyethylene glycol treatments compared to sensitive ones."
5.1375,review,188,ABS-AFF-GENE,AFF,alkali stress,ABS,Genes involved in photosynthesis,GENE,81,94,0,32,91,4,1.0,0,,8,submit_optimized.json;submit_v2.json;submit_v3.json;submit_v4.json,"Genes involved in photosynthesis and the antioxidant system were activated under alkali stress. In stress signal transduction, Ca2+ signal transduction pathway-related genes were activated, about 23 PP2Cs in ABA signaling were upregulated, and multiple MAPK and other kin"
5.1375,review,213,ABS-AFF-GENE,AFF,abiotic stress,ABS,saline-alkaline stress-inducible ERF genes,GENE,171,185,52,94,91,4,1.0,0,,4,submit_optimized.json;submit_v3.json;submit_v4.json;submit_v5.json,"Analysis of cis-acting elements showed promoters of saline-alkaline stress-inducible ERF genes contain LTRs, DREs, MYBs, ABREs, MYCs, CGTCA- and TGACG-motifs, involved in abiotic stress responses. qRT-PCR determined expression of VaERF3 was induced by NaHCO3, polyethylene glycol 6000, NaCl, and ABA."
5.1375,review,277,ABS-AFF-GENE,AFF,cadmium stress,ABS,genes related to cell wall function,GENE,251,265,128,163,91,4,1.0,0,,0,submit_optimized.json;submit_v3.json;submit_v4.json;submit_v5.json,"and differentially expressed metabolites (DEMs) were identified. DEGs analysis found that genes related to cell wall function, glutathione metabolism, and phenylpropanoid biosynthesis changed significantly during cadmium stress."
5.1375,review,363,ABS-AFF-GENE,AFF,salt stress,ABS,SiHAK1,GENE,102,113,0,6,91,4,1.0,0,,6,submit_optimized.json;submit_v21_elite.json;submit_v3.json;submit_v5.json,SiHAK1 transport activity was modulated by external K+ supply and internal K+ content under low K and salt stress. It mediates K homeostasis in S. italica under K+ deficiency and salt stress.
5.1375,review,77,ABS-AFF-GENE,AFF,LN-responsive,ABS,differentially expressed genes (DEGs),GENE,38,51,52,89,91,4,1.0,0,,0,submit_v38_llm_highconf.json;submit_v38_llm_no_rel.json;submit_v38_llm_qtl.json;submit_v38_llm_strict.json,"Transcriptome analysis identified 661 LN-responsive differentially expressed genes (DEGs). Among them, 17 genes are related to N transport and assimilation, and 29 genes are involved in hormone biosynthesis and signaling. These genes may play"
5.1375,review,146,ABS-AFF-GENE,AFF,salt stress,ABS,Ribosomes,GENE,102,113,0,9,91,4,1.0,0,,0,submit_v38_llm_highconf.json;submit_v38_llm_no_rel.json;submit_v38_llm_qtl.json;submit_v38_llm_strict.json,"Ribosomes expression is down-regulated, while HSPs and CRT expression is up-regulated, in response to salt stress through protein synthesis regulation. However, GABA metabolism shows a different synthesis pattern in Bai5 and Vao-9."
5.1375,review,146,ABS-AFF-GENE,AFF,salt stress,ABS,CRT,GENE,102,113,55,58,91,4,1.0,0,,0,submit_v38_llm_highconf.json;submit_v38_llm_no_rel.json;submit_v38_llm_qtl.json;submit_v38_llm_strict.json,"Ribosomes expression is down-regulated, while HSPs and CRT expression is up-regulated, in response to salt stress through protein synthesis regulation. However, GABA metabolism shows a different synthesis pattern in Bai5 and Vao-9."
5.1375,review,318,ABS-AFF-GENE,AFF,drought stress,ABS,bZIP transcription factor family,GENE,109,123,27,59,91,4,1.0,0,,0,submit_v38_llm_highconf.json;submit_v38_llm_no_rel.json;submit_v38_llm_qtl.json;submit_v38_llm_strict.json,We identified 18 faba bean bZIP transcription factor family members from transcriptome sequencing data under drought stress. Phylogenetic analysis grouped these VfbZIP proteins into eight clades. Cis-acting element analysis suggested they may regulate abiotic stress responses like drought.
5.1125,review,196,QTL-LOI-GENE,LOI,qGS1 locus,QTL,Sobic.001G230700,GENE,292,302,233,249,9,4,1.0,1,locus,1,submit_optimized.json;submit_v3.json;submit_v4.json;submit_v5.json,at six genes exhibited different expression at two stages. Bioinformatics analysis showed Sobic.001G230700 is the most likely candidate gene for the qGS1 locus.
5.1,review,303,CROP-USE-BM,USE,oat,CROP,QTL mapping,BM,89,92,216,227,8,4,1.0,1,used,0,submit_v10_gemini.json;submit_v21_elite.json;submit_v30_safe.json;submit_v30_supported_alltypes.json,Oat crown rust is caused by Puccinia coronata f. sp. avenae. It is a major constraint to oat (Avena sativa L.) production. A genomewide association map of oat crown rust used 2972 SNPs genotyped on 631 oat lines for QTL mapping.
5.1,review,66,TRT-AFF-TRT,AFF,planting densities,TRT,grain yield (GY),TRT,51,69,205,221,48,2,0.5,2,"increased,decreased",4,submit_ensemble.json;submit_v6_rag.json,"A field study tested the integrated effects of two planting densities (67,500 and 90,000 plants ha⁻¹) and three N rates (0, 180, and 360 kg ha⁻¹) on maize production. The higher planting density increased grain yield (GY), N use efficiency (NUE), agronomic N efficiency (AEN), and N partial productivity (PFP_N). It also decreased N₂O emission and greenhouse gas intensity."
5.1,review,66,TRT-AFF-TRT,AFF,planting densities,TRT,N use efficiency (NUE),TRT,51,69,223,245,48,2,0.5,2,"increased,decreased",4,submit_ensemble.json;submit_v6_rag.json,"A field study tested the integrated effects of two planting densities (67,500 and 90,000 plants ha⁻¹) and three N rates (0, 180, and 360 kg ha⁻¹) on maize production. The higher planting density increased grain yield (GY), N use efficiency (NUE), agronomic N efficiency (AEN), and N partial productivity (PFP_N). It also decreased N₂O emission and greenhouse gas intensity."
5.1,review,66,TRT-AFF-TRT,AFF,planting densities,TRT,agronomic N efficiency (AEN),TRT,51,69,247,275,48,2,0.5,2,"increased,decreased",4,submit_ensemble.json;submit_v6_rag.json,"A field study tested the integrated effects of two planting densities (67,500 and 90,000 plants ha⁻¹) and three N rates (0, 180, and 360 kg ha⁻¹) on maize production. The higher planting density increased grain yield (GY), N use efficiency (NUE), agronomic N efficiency (AEN), and N partial productivity (PFP_N). It also decreased N₂O emission and greenhouse gas intensity."
5.1,review,66,TRT-AFF-TRT,AFF,planting densities,TRT,N partial productivity (PFP_N),TRT,51,69,281,311,48,2,0.5,2,"increased,decreased",4,submit_ensemble.json;submit_v6_rag.json,"A field study tested the integrated effects of two planting densities (67,500 and 90,000 plants ha⁻¹) and three N rates (0, 180, and 360 kg ha⁻¹) on maize production. The higher planting density increased grain yield (GY), N use efficiency (NUE), agronomic N efficiency (AEN), and N partial productivity (PFP_N). It also decreased N₂O emission and greenhouse gas intensity."
5.1,review,83,CROSS-CON-VAR,CON,F2 population,CROSS,Changsheng07,VAR,47,60,105,117,28,1,0.25,3,"population,cross,include",3,submit_v15_glm.json,"A genetic linkage map was constructed using an F2 population from the cross between foxtail millet lines Changsheng07 and Donggu218. The map included 159 SSR markers and 37 Indel markers, covered 1545.5 cM, and had an average marker distance of 7.89 cM."
5.1,review,83,CROSS-CON-VAR,CON,F2 population,CROSS,Donggu218,VAR,47,60,122,131,28,1,0.25,3,"population,cross,include",3,submit_v15_glm.json,"A genetic linkage map was constructed using an F2 population from the cross between foxtail millet lines Changsheng07 and Donggu218. The map included 159 SSR markers and 37 Indel markers, covered 1545.5 cM, and had an average marker distance of 7.89 cM."
5.1,review,176,CROSS-CON-VAR,CON,recombinant inbred line,CROSS,varieties,VAR,286,309,394,403,28,1,0.25,3,"population,cross,derived",0,submit_v2.json,e genetic linkage map was developed based on simple sequence repeat (SSR) markers using a recombinant inbred line (RIL) population derived from an intra-specific cross between two drought-resistant varieties. The map was anchored with 313 markers.
5.1,review,229,CROSS-CON-VAR,CON,F-7 recombinant inbred line,CROSS,SC56,VAR,155,182,223,227,28,1,0.25,3,"population,cross,derived",2,submit_v2.json,"tay green), pre-flowering drought tolerance, and lodging tolerance in sorghum. It used an F-7 recombinant inbred line (RIL) population derived from the cross SC56xTx7000. The RIL lines and parents were evaluated for these traits in multiple environments."
5.1,review,229,CROSS-CON-VAR,CON,F-7 recombinant inbred line,CROSS,Tx7000,VAR,155,182,228,234,28,1,0.25,3,"population,cross,derived",2,submit_v2.json,"tay green), pre-flowering drought tolerance, and lodging tolerance in sorghum. It used an F-7 recombinant inbred line (RIL) population derived from the cross SC56xTx7000. The RIL lines and parents were evaluated for these traits in multiple environments."
5.1,review,37,CROSS-CON-VAR,CON,F-2:12 recombinant inbred lines (RILs),CROSS,Yongjiabaidamai (YJ),VAR,74,112,176,196,28,1,0.25,3,"population,cross,derived",5,submit_v5.json,"A high-density genetic linkage map was developed from a population of 172 F-2:12 recombinant inbred lines (RILs). The RILs were derived from a cross between the barley variety Yongjiabaidamai (YJ) and Hua 30 (H30). The map was used to map QTLs for spike length (SL), rachis node number (SRN), and spike density (SD). A total of 50 additive QTLs (LOD > 3) were mapped"
5.1,review,37,CROSS-CON-VAR,CON,F-2:12 recombinant inbred lines (RILs),CROSS,Hua 30 (H30),VAR,74,112,201,213,28,1,0.25,3,"population,cross,derived",5,submit_v5.json,"A high-density genetic linkage map was developed from a population of 172 F-2:12 recombinant inbred lines (RILs). The RILs were derived from a cross between the barley variety Yongjiabaidamai (YJ) and Hua 30 (H30). The map was used to map QTLs for spike length (SL), rachis node number (SRN), and spike density (SD). A total of 50 additive QTLs (LOD > 3) were mapped in four environments. Fo"
5.1,review,150,CROSS-CON-VAR,CON,134 RILs,CROSS,Golden Promise (GP),VAR,90,98,120,139,28,1,0.25,3,"contained,population,cross",4,submit_v5.json,"A high-density genetic map was constructed using SLAF-seq technology with a population of 134 RILs from a cross between Golden Promise (GP) and H602. The map contained 12,635 SLAFs with 26,693 SNPs and spanned 896.74 cM on seven chromosomes. Based on this map, 16 QTLs for grain length (GL), grain width and th"
